,Train,Test
a income/yearlyReimbursement-LTE-25 b & a rate-LTE-50 b => a approval-False b,0.33707022536727943,0.2633647327053459
a rate-GTE-50 b & a yearlyReimbursement-LTE-25 b => a approval-False b,0.4489077763248981,0.4365512689746205
a income-LTE-25 b & a monthDuration-GTE-75 b => a approval-False b,0.5494000461502961,0.4365512689746205
a loanAmount-LTE-25 b & a yearlyReimbursement-GTE-75 b => a approval-False b,0.5832628259364664,0.4541009179816404
a creditScore-LTE-50 b & a loanAmount-LTE-25 b => a approval-True b,0.3680943936707134,0.4259914801703966
a monthDuration-LTE-50 b => a approval-False b,0.4497154065071918,0.4241315173696526
a monthDuration-GTE-75 b & a monthDuration-LTE-50 b => a approval-False b,0.2285401122990539,0.17984640307193855
a creditScore-GTE-75 b & a income-GTE-50 b => a approval-False b,0.42490962233674334,0.373282534349313
a rate-LTE-75 b => a approval-True b,0.7606738507706998,0.3648527029459411
a income-LTE-25 b & a rate-LTE-25 b => a approval-False b,0.5270748403968926,0.41696166076678465
a income/yearlyReimbursement-GTE-50 b & a loanAmount-LTE-50 b => a approval-False b,0.44127374817321746,0.5658786824263514
a loanAmount-LTE-25 b & a yearlyReimbursement-LTE-25 b => a approval-False b,0.8565687254826552,0.8236635267294654
a income-LTE-50 b & a income/yearlyReimbursement-GTE-75 b => a approval-False b,0.3995846473348204,0.372142557148857
a loanAmount-LTE-25 b & a yearlyReimbursement-GTE-50 b => a approval-False b,0.2754788093223598,0.21233575328493431
a income-LTE-75 b & a monthDuration-GTE-50 b => a approval-True b,0.4034238166689401,0.18164636707265855
a income-GTE-50 b & a income/yearlyReimbursement-GTE-50 b => a approval-False b,0.4621567571725252,0.5223195536089278
a income-GTE-75 b & a income/yearlyReimbursement-GTE-50 b => a approval-False b,0.5693215906468733,0.5380692386152277
a income-GTE-50 b & a loanAmount-LTE-25 b => a approval-False b,0.4776555649565418,0.4777704445911082
a creditScore-GTE-50 b & a monthDuration-LTE-25 b => a approval-False b,0.34970386893315897,0.28454430911381773
a yearlyReimbursement-GTE-75 b & a yearlyReimbursement-LTE-25 b => a approval-False b,0.5923775094223521,0.4624707505849883
a income/yearlyReimbursement-GTE-75 b & a yearlyReimbursement-GTE-75 b => a approval-False b,0.6408353203599723,0.497660046799064
a monthDuration-LTE-50 b & a yearlyReimbursement-LTE-25 b => a approval-False b,0.3904122759787709,0.3638027239455211
a income/yearlyReimbursement-LTE-25 b => a approval-False b,0.6766402584416583,0.5271194576108478
a creditScore-LTE-50 b => a approval-True b,0.5004092211158095,0.49733005339893205
a creditScore-GTE-25 b & a yearlyReimbursement-LTE-25 b => a approval-True b,0.6232437593779839,0.3135537289254215
a loanAmount-LTE-25 b & a monthDuration-GTE-75 b => a approval-False b,0.6794861933697408,0.5834583308333834
a income-GTE-75 b & a loanAmount-GTE-75 b => a approval-False b,0.5575532651334513,0.43214135717285657
a income-GTE-75 b & a income/yearlyReimbursement-LTE-25 b => a approval-False b,0.4941350665333436,0.3880722385552289
a monthDuration-GTE-25 b & a rate-GTE-25 b => a approval-True b,0.6653253307870686,0.20273594528109437
a rate-GTE-75 b & a rate-LTE-25 b => a approval-False b,0.5015383432043689,0.39110217795644087
a income-LTE-25 b & a income/yearlyReimbursement-GTE-50 b => a approval-False b,0.3613952772863626,0.2997540049199016
a creditScore-GTE-75 b & a monthDuration-GTE-75 b => a approval-False b,0.5829743865856473,0.4782804343913122
a loanAmount-LTE-25 b & a rate-LTE-50 b => a approval-False b,0.44575417275594187,0.43277134457310856
a income-GTE-50 b & a monthDuration-GTE-25 b => a approval-True b,0.6709180193697994,0.26423471530569387
a income-LTE-25 b & a yearlyReimbursement-LTE-50 b => a approval-False b,0.4793669717714022,0.39284214315713684
a income-GTE-75 b & a monthDuration-GTE-50 b => a approval-False b,0.42614029690023847,0.39266214675706484
a creditScore-LTE-25 b & a income/yearlyReimbursement-GTE-75 b => a approval-False b,0.7191946773325129,0.615887682246355
a creditScore-LTE-25 b & a yearlyReimbursement-LTE-50 b => a approval-False b,0.4790593031305284,0.43211135777284454
a income-GTE-75 b & a rate-LTE-25 b => a approval-False b,0.5995692639027768,0.494960100797984
a rate-LTE-25 b & a yearlyReimbursement-GTE-75 b => a approval-False b,0.5081339896931005,0.39614207715845684
a creditScore-LTE-50 b & a monthDuration-GTE-50 b => a approval-True b,0.3412222070658846,0.2853542929141417
a income-GTE-25 b & a income-LTE-50 b => a approval-True b,0.19560769335697722,0.04310913781724365
a yearlyReimbursement-LTE-25 b => a approval-True b,0.8295594052653117,0.8948821023579528
a income-GTE-75 b & a income-LTE-50 b => a approval-False b,0.22827090223828936,0.18263634727305453
a income-GTE-25 b & a monthDuration-GTE-50 b => a approval-True b,0.6368162597190015,0.2575148497030059
a loanAmount-LTE-25 b & a monthDuration-GTE-50 b => a approval-True b,0.4554631018960578,0.46178076438471233
a income-LTE-75 b & a rate-LTE-50 b => a approval-True b,0.30139135179375254,0.14624707505849882
a loanAmount-GTE-25 b => a approval-False b,0.11322205984155065,0.14537709245815084
a income-LTE-75 b => a approval-True b,0.5805483562951849,0.2855942881142377
a loanAmount-GTE-75 b & a yearlyReimbursement-LTE-50 b => a approval-False b,0.33351280670717637,0.2609647807043859
a creditScore-LTE-25 b & a monthDuration-GTE-50 b => a approval-False b,0.4104299669256211,0.35645287094258116
a income/yearlyReimbursement-GTE-50 b & a monthDuration-GTE-75 b => a approval-False b,0.5417467887085609,0.50494990100198
a creditScore-LTE-25 b & a rate-LTE-25 b => a approval-False b,0.5661295284978078,0.45599088018239636
a creditScore-LTE-25 b & a yearlyReimbursement-GTE-75 b => a approval-False b,0.509691562187524,0.39653206935861285
a monthDuration-GTE-50 b & a monthDuration-LTE-25 b => a approval-False b,0.253115144988847,0.19325613487730245
a creditScore-GTE-25 b & a income-GTE-25 b => a approval-True b,0.7015413995362161,0.2127857442851143
a income-LTE-25 b & a yearlyReimbursement-GTE-75 b => a approval-False b,0.4580993769710022,0.35813283734325313
a monthDuration-GTE-75 b & a yearlyReimbursement-GTE-75 b => a approval-False b,0.45963772017537113,0.35657286854262915
a rate-GTE-75 b & a rate-LTE-50 b => a approval-False b,0.25113452811322207,0.19685606287874244
a monthDuration-GTE-50 b & a yearlyReimbursement-GTE-75 b => a approval-False b,0.23615491116067994,0.18062638747225054
a income/yearlyReimbursement-LTE-25 b & a rate-GTE-75 b => a approval-False b,0.5083839704638105,0.39665206695866084
a monthDuration-GTE-25 b => a approval-False b,0.291246827167141,0.42932141357172854
a income-LTE-25 b & a monthDuration-LTE-25 b => a approval-False b,0.4811745250365356,0.374812503749925
a income-LTE-75 b => a approval-False b,0.20386893315898777,0.2855942881142377
a creditScore-GTE-50 b => a approval-True b,0.5006820351930159,0.50239995200096
a monthDuration-GTE-50 b & a rate-LTE-75 b => a approval-True b,0.5216887191379075,0.2228355432891342
a monthDuration-GTE-25 b => a approval-True b,0.9065611785568135,0.42932141357172854
a rate-GTE-50 b => a approval-False b,0.4965964156603338,0.49256014879702403
a rate-LTE-50 b & a yearlyReimbursement-GTE-75 b => a approval-False b,0.33572417506345664,0.26372472550548987
a loanAmount-GTE-75 b & a monthDuration-LTE-25 b => a approval-False b,0.46436812552880546,0.3578628427431451
a creditScore-GTE-25 b & a monthDuration-GTE-25 b => a approval-True b,0.6789660346473878,0.20798584028319433
a income/yearlyReimbursement-GTE-50 b & a income/yearlyReimbursement-LTE-25 b => a approval-False b,0.3143604338127836,0.24599508009839804
a creditScore-GTE-50 b & a rate-LTE-75 b => a approval-True b,0.3775064793343337,0.18446631067378652
a income-GTE-50 b & a income-LTE-75 b => a approval-True b,0.32021552312099305,0.07037859242815143
a loanAmount-LTE-50 b & a monthDuration-LTE-25 b => a approval-False b,0.4796938697023306,0.39695206095878083
a creditScore-GTE-25 b & a income-LTE-75 b => a approval-True b,0.43677533760742054,0.13406731865362692
a monthDuration-GTE-75 b & a rate-LTE-25 b => a approval-False b,0.5859933851242212,0.48002039959200815
a loanAmount-GTE-50 b & a yearlyReimbursement-LTE-25 b => a approval-False b,0.27432505191908313,0.2129957400851983
a rate-LTE-25 b => a approval-False b,0.753807399430813,0.6471170576588469
a income/yearlyReimbursement-GTE-75 b & a loanAmount-LTE-25 b => a approval-False b,0.8543188985462656,0.8282834343313134
a monthDuration-LTE-75 b & a rate-LTE-50 b => a approval-True b,0.3314009002864548,0.15938681226375473
a creditScore-LTE-50 b & a income-GTE-25 b => a approval-True b,0.4679443459282499,0.21677566448671026
a creditScore-LTE-75 b & a income-GTE-50 b => a approval-True b,0.5558586823080071,0.22841543169136616
a income-GTE-50 b & a monthDuration-GTE-50 b => a approval-False b,0.2950349973078994,0.3374932501349973
a income-GTE-25 b & a rate-LTE-75 b => a approval-True b,0.711021688719138,0.21662566748665027
a income/yearlyReimbursement-GTE-50 b => a approval-False b,0.6377201753711254,0.7188756224875502
a monthDuration-LTE-75 b & a rate-GTE-25 b => a approval-True b,0.4739462556267903,0.14468710625787484
a creditScore-LTE-75 b & a yearlyReimbursement-LTE-25 b => a approval-True b,0.6199017869322057,0.3095038099238015
a income/yearlyReimbursement-GTE-50 b & a rate-LTE-25 b => a approval-False b,0.48617414045073454,0.43943121137577246
a income/yearlyReimbursement-GTE-75 b & a yearlyReimbursement-LTE-25 b => a approval-False b,0.8803745865702638,0.8705525889482211
a monthDuration-GTE-50 b & a rate-LTE-50 b => a approval-False b,0.2754595800323052,0.29099418011639766
a yearlyReimbursement-GTE-50 b & a yearlyReimbursement-LTE-25 b => a approval-False b,0.27267133297438656,0.2112557748845023
a rate-GTE-75 b => a approval-False b,0.7477309437735559,0.6351472970540589
a income-GTE-50 b & a rate-LTE-25 b => a approval-False b,0.4265825705714945,0.374452510949781
a yearlyReimbursement-LTE-75 b => a approval-False b,0.31918698561649106,0.4707805843883122
a income-LTE-25 b & a loanAmount-GTE-75 b => a approval-False b,0.4590800707637874,0.35816283674326516
a loanAmount-LTE-25 b & a rate-LTE-75 b => a approval-True b,0.5534033556131497,0.29672406551868963
a monthDuration-LTE-25 b & a rate-LTE-25 b => a approval-False b,0.5322282901315284,0.41867162656746865
a income-GTE-50 b & a rate-GTE-25 b => a approval-True b,0.5414677397353703,0.22769544609107817
a creditScore-GTE-50 b & a income/yearlyReimbursement-LTE-25 b => a approval-False b,0.3352434428120914,0.2632747345053099
a creditScore-GTE-25 b & a rate-GTE-25 b => a approval-True b,0.5510162324375938,0.16907661846763064
a income/yearlyReimbursement-GTE-75 b & a rate-GTE-75 b => a approval-False b,0.7153295900315361,0.6094978100437991
a creditScore-GTE-75 b & a income/yearlyReimbursement-GTE-50 b => a approval-False b,0.47805938004768866,0.43340133197336056
a income-LTE-25 b & a monthDuration-GTE-50 b => a approval-False b,0.3932005230366895,0.31679366412671744
a rate-GTE-25 b => a approval-True b,0.7340062747237758,0.3528829423411532
a income/yearlyReimbursement-GTE-75 b & a rate-GTE-50 b => a approval-False b,0.4738481655257288,0.4740805183896322
a creditScore-LTE-75 b & a monthDuration-LTE-75 b => a approval-True b,0.4855408539080617,0.14540709185816283
a creditScore-GTE-75 b & a monthDuration-LTE-25 b => a approval-False b,0.5269210060764556,0.41825163496730067
a income-GTE-75 b & a monthDuration-LTE-25 b => a approval-False b,0.5719752326744096,0.45428091438171236
a creditScore-LTE-75 b & a rate-LTE-50 b => a approval-True b,0.3854180875733188,0.18044639107217855
a income/yearlyReimbursement-LTE-50 b => a approval-False b,0.3595300361510653,0.27911441771164575
a loanAmount-LTE-50 b => a approval-False b,0.6388354741942928,0.7220555588888222
a rate-LTE-50 b & a yearlyReimbursement-LTE-25 b => a approval-True b,0.4344564179511663,0.45833083338333236
a yearlyReimbursement-LTE-25 b => a approval-False b,0.9115644950388432,0.8948821023579528
a creditScore-GTE-75 b & a income-GTE-75 b => a approval-False b,0.5949734635797246,0.49310013799724006
a loanAmount-GTE-75 b & a yearlyReimbursement-LTE-25 b => a approval-False b,0.5936851011460657,0.4624707505849883
a income-GTE-25 b & a loanAmount-LTE-25 b => a approval-True b,0.6733051425453553,0.33416331673366534
a creditScore-LTE-25 b & a yearlyReimbursement-LTE-25 b => a approval-False b,0.6830436120298439,0.5803683926321473
a loanAmount-LTE-25 b & a rate-LTE-50 b => a approval-True b,0.37232301186741235,0.43277134457310856
a income/yearlyReimbursement-GTE-75 b & a monthDuration-GTE-75 b => a approval-False b,0.7590762249057765,0.6733665326693467
a loanAmount-LTE-50 b & a yearlyReimbursement-LTE-50 b => a approval-False b,0.511672179063149,0.621407571848563
a loanAmount-GTE-75 b & a rate-GTE-75 b => a approval-False b,0.5096338743173602,0.3904421911561769
a creditScore-GTE-75 b & a rate-GTE-75 b => a approval-False b,0.5606299515421891,0.4516409671806564
a income-GTE-75 b & a rate-GTE-75 b => a approval-False b,0.5954926544111991,0.4873402531949361
a income-GTE-50 b & a income/yearlyReimbursement-LTE-25 b => a approval-False b,0.29886162602876704,0.23108537829243414
a income-GTE-25 b & a rate-GTE-25 b => a approval-True b,0.6866048288091665,0.20840583188336234
a income/yearlyReimbursement-LTE-25 b & a rate-LTE-25 b => a approval-False b,0.5067687100992231,0.39557208855822884
a rate-GTE-75 b => a approval-True b,0.23932614922930023,0.6351472970540589
a creditScore-LTE-50 b & a income-GTE-50 b => a approval-True b,0.371027145000682,0.2985840283194336
a income/yearlyReimbursement-GTE-50 b & a monthDuration-LTE-25 b => a approval-False b,0.38068225521113763,0.3169736605267895
a income/yearlyReimbursement-LTE-25 b & a loanAmount-GTE-75 b => a approval-False b,0.4853665102684409,0.376972460550789
a creditScore-LTE-75 b & a rate-GTE-25 b => a approval-True b,0.5493111444550539,0.16730665386692267
a income-LTE-25 b & a rate-LTE-50 b => a approval-False b,0.352819013922006,0.28418431631367375
a income/yearlyReimbursement-LTE-25 b & a loanAmount-LTE-25 b => a approval-False b,0.5902430582262903,0.4594708105837883
a creditScore-LTE-75 b & a rate-LTE-75 b => a approval-True b,0.5702496248806438,0.17186656266874661
a loanAmount-LTE-25 b & a yearlyReimbursement-LTE-25 b => a approval-True b,0.7070658845996454,0.8236635267294654
a monthDuration-GTE-50 b & a monthDuration-LTE-75 b => a approval-True b,0.3277179102441686,0.06896862062758745
a income-GTE-50 b & a income-LTE-25 b => a approval-False b,0.2654603492039074,0.20669586608267834
a creditScore-GTE-25 b & a loanAmount-LTE-25 b => a approval-True b,0.5540853908061656,0.29321413571728566
a income/yearlyReimbursement-GTE-50 b & a yearlyReimbursement-GTE-75 b => a approval-False b,0.33070533035920313,0.2576348473030539
a monthDuration-GTE-75 b & a rate-LTE-50 b => a approval-False b,0.39052765171909853,0.34760304793904123
a loanAmount-GTE-75 b & a monthDuration-GTE-50 b => a approval-False b,0.3903161295284978,0.3009539809203816
a income-LTE-25 b & a rate-GTE-75 b => a approval-False b,0.5199215444965772,0.4132117357652847
a creditScore-GTE-75 b => a approval-True b,0.25269403901241305,0.6446571068578628
a monthDuration-GTE-25 b & a monthDuration-LTE-50 b => a approval-True b,0.22814077206383848,0.051688966220675585
a loanAmount-LTE-25 b & a monthDuration-LTE-25 b => a approval-False b,0.6476040304591955,0.5231595368092639
a creditScore-LTE-25 b & a rate-LTE-50 b => a approval-False b,0.37806707176371046,0.3241735165296694
a rate-GTE-75 b & a yearlyReimbursement-LTE-25 b => a approval-False b,0.6789670025382663,0.5736485270294595
a loanAmount-GTE-75 b & a rate-LTE-50 b => a approval-False b,0.34281978309360817,0.2702045959080818
a creditScore-GTE-75 b => a approval-False b,0.748519344665795,0.6446571068578628
a creditScore-LTE-75 b & a loanAmount-LTE-25 b => a approval-True b,0.5506752148410858,0.2902741945161097
a rate-GTE-50 b & a rate-LTE-75 b => a approval-True b,0.24341836038739598,0.05426891462170757
a yearlyReimbursement-GTE-50 b => a approval-False b,0.36110683793554343,0.2780044399112018
a yearlyReimbursement-LTE-50 b => a approval-True b,1.0,0.7219955600887982
a yearlyReimbursement-GTE-25 b => a approval-True b,0.1704405947346883,0.10511789764204715
a creditScore-GTE-75 b & a loanAmount-LTE-50 b => a approval-False b,0.4774825013460503,0.4364012719745605
a income-GTE-50 b & a yearlyReimbursement-GTE-75 b => a approval-False b,0.4093531266825629,0.3143937121257575
a income/yearlyReimbursement-GTE-75 b & a monthDuration-LTE-50 b => a approval-False b,0.4203522805938005,0.4005519889602208
a income/yearlyReimbursement-GTE-25 b => a approval-False b,0.31901392200599954,0.46865062698746024
a creditScore-LTE-50 b & a monthDuration-LTE-75 b => a approval-True b,0.32376210612467604,0.15341693166136677
a creditScore-LTE-25 b & a loanAmount-GTE-75 b => a approval-False b,0.5103838166294901,0.3955420891582168
a income-GTE-25 b & a rate-LTE-50 b => a approval-True b,0.48390396944482333,0.22325553488930222
a creditScore-LTE-50 b & a yearlyReimbursement-LTE-25 b => a approval-True b,0.4139271586413859,0.44543109137817244
a creditScore-GTE-50 b & a monthDuration-GTE-25 b => a approval-True b,0.45225753648888284,0.21638567228655428
a rate-GTE-75 b & a yearlyReimbursement-GTE-75 b => a approval-False b,0.5139989231597569,0.4000119997600048
a loanAmount-LTE-25 b => a approval-True b,0.7371436366116492,0.8546229075418491
a loanAmount-LTE-25 b & a monthDuration-LTE-75 b => a approval-True b,0.5109125630882554,0.27017459650806985
a creditScore-GTE-50 b & a rate-GTE-75 b => a approval-False b,0.3731059149296208,0.31793364132717344
a creditScore-LTE-25 b & a income-LTE-25 b => a approval-False b,0.5233828167064072,0.4139017219655607
a rate-GTE-50 b => a approval-True b,0.48274450961669624,0.49256014879702403
a monthDuration-LTE-25 b & a rate-GTE-75 b => a approval-False b,0.5265364202753634,0.4161816763664727
a income/yearlyReimbursement-LTE-25 b & a loanAmount-LTE-50 b => a approval-False b,0.41137220213829706,0.32186356272874544
a loanAmount-GTE-75 b => a approval-False b,0.6814091223752019,0.5282894342113158
a creditScore-GTE-75 b & a monthDuration-GTE-50 b => a approval-False b,0.4110645334974233,0.3595728085438291
a creditScore-LTE-50 b & a rate-GTE-25 b => a approval-True b,0.36720774791979266,0.1747765044699106
a income-GTE-75 b & a yearlyReimbursement-LTE-25 b => a approval-False b,0.7081378355511114,0.619517609647807
a creditScore-GTE-75 b & a loanAmount-GTE-75 b => a approval-False b,0.5098069379278517,0.3971920561588768
a income-LTE-25 b & a yearlyReimbursement-LTE-25 b => a approval-False b,0.6705830320744558,0.5405291894162116
a income-GTE-75 b & a monthDuration-GTE-75 b => a approval-False b,0.6156257210983771,0.5140097198056038
a creditScore-LTE-75 b & a monthDuration-GTE-25 b => a approval-True b,0.6821716000545628,0.20507589848203037
a loanAmount-LTE-50 b & a yearlyReimbursement-GTE-75 b => a approval-False b,0.388527805553419,0.30641387172256557
a creditScore-LTE-50 b & a income/yearlyReimbursement-GTE-50 b => a approval-False b,0.31662949003922775,0.3578028439431211
a income-GTE-75 b => a approval-False b,0.7961310668410122,0.7144057118857623
